title,typeid,name,description,icon_color,long,lat,url,thumb_url,주소,image_url,fctyCd,gvmtCd
울산공항관제탑,62,울산공항관제탑,울산공항관제탑,R,129.355833,35.592361,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,울산광역시 북구산업로1103,http://10.32.28.204:8001/img/common/ico_map04.png,UC,KA
울산공항,63,울산공항,울산공항,R,129.355833,35.592361,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,울산광역시 북구산업로1103,http://10.32.28.204:8001/img/common/ico_map04.png,US,KA
여수공항관제탑,64,여수공항관제탑,여수공항관제탑,R,127.612639,34.8425,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,전남 여수시율촌면여순로386,http://10.32.28.204:8001/img/common/ico_map04.png,YC,KA
여수지사,65,여수지사,여수지사,R,127.77285,34.845,http://10.32.28.204:8001/img/common/ico_map12.png,http://10.32.28.204:8001/img/common/ico_map12.png,전남 여수시낙포동1157,http://10.32.28.204:8001/img/common/ico_map12.png,YO,OL
양평군청,66,양평군청,양평군청,R,127.4876,37.4917,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,경기도 양평군양평읍군청앞길2,http://10.32.28.204:8001/img/common/ico_map01.png,YP,GK
여수공항,67,여수공항,여수공항,R,127.612639,34.8425,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,전남 여수시율촌면여순로386,http://10.32.28.204:8001/img/common/ico_map04.png,YS,KA
양양공항관제탑,68,양양공항관제탑,양양공항관제탑,R,128.662944,38.05911,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,강원도 양양군손양면동호리산281-1,http://10.32.28.204:8001/img/common/ico_map04.png,YT,KA
양양공항,69,양양공항,양양공항,R,128.662944,38.05911,http://10.32.28.204:8001/img/common/ico_map04.png,http://10.32.28.204:8001/img/common/ico_map04.png,강원도 양양군손양면동호리산281-1,http://10.32.28.204:8001/img/common/ico_map04.png,YY,KA
음성군청,70,음성군청,음성군청,R,127.690522,36.94,http://10.32.28.204:8001/img/common/ico_map01.png,http://10.32.28.204:8001/img/common/ico_map01.png,충북 음성군음성읍중앙로173,http://10.32.28.204:8001/img/common/ico_map01.png,ES,CP
태안화력발전소,71,태안화력발전소,태안화력발전소,R,126.236,36.905,http://10.32.28.204:8001/img/common/ico_map11.png,http://10.32.28.204:8001/img/common/ico_map11.png,충청남도 태안군674,http://10.32.28.204:8001/img/common/ico_map11.png,TH,WP
동해화력발전소,72,동해화력발전소,동해화력발전소,R,129.08,37.29,http://10.32.28.204:8001/img/common/ico_map11.png,http://10.32.28.204:8001/img/common/ico_map11.png,강원도 동해시구호동 241,http://10.32.28.204:8001/img/common/ico_map11.png,TF,EW
일산복합화력발전소,73,일산복합화력발전소,일산복합화력발전소,R,126.7978,37.6474,http://10.32.28.204:8001/img/common/ico_map11.png,http://10.32.28.204:8001/img/common/ico_map11.png,경기도 일산시백석동1143-1,http://10.32.28.204:8001/img/common/ico_map11.png,IC,EW
서천화력발전소,74,서천화력발전소,서천화력발전소,R,126.495,36.136,http://10.32.28.204:8001/img/common/ico_map11.png,http://10.32.28.204:8001/img/common/ico_map11.png,전라북도 군산시275-5,http://10.32.28.204:8001/img/common/ico_map11.png,SF,JE
평택화력발전소,75,평택화력발전소,평택화력발전소,R,126.796,37.003,http://10.32.28.204:8001/img/common/ico_map11.png,http://10.32.28.204:8001/img/common/ico_map11.png,경기도 평택시산1-21,http://10.32.28.204:8001/img/common/ico_map11.png,PY,WP
서인천화력발전소,76,서인천화력발전소,서인천화력발전소,R,126.601,37.536,http://10.32.28.204:8001/img/common/ico_map11.png,http://10.32.28.204:8001/img/common/ico_map11.png,인천시 서구경서동 674-13,http://10.32.28.204:8001/img/common/ico_map11.png,IF,WP
인천화력발전소,77,인천화력발전소,인천화력발전소,R,126.609,37.51,http://10.32.28.204:8001/img/common/ico_map11.png,http://10.32.28.204:8001/img/common/ico_map11.png,인천시 서구경서동 674-13,http://10.32.28.204:8001/img/common/ico_map11.png,IN,JE
